timestamp,x,y
122.548,975,553
122.556,975,553
122.565,975,553
122.574,975,553
122.582,975,553
122.590,975,553
122.599,975,553
122.607,975,553
122.615,975,553
122.624,975,553
122.632,975,553
122.641,975,553
122.649,975,553
122.657,975,553
122.666,975,553
122.674,975,553
122.682,975,553
122.691,975,553
122.699,975,553
122.708,975,553
122.716,975,553
122.724,975,553
122.733,975,553
122.741,975,553
122.750,975,553
122.758,975,553
122.766,975,553
122.775,975,553
122.783,975,553
122.791,975,553
122.800,975,553
122.808,975,553
122.817,975,553
122.825,975,553
122.833,975,553
122.842,975,553
122.850,975,553
122.859,975,553
122.867,975,553
122.876,975,553
122.884,975,553
122.892,975,553
122.901,975,553
122.909,975,553
122.918,975,553
122.926,975,553
122.935,975,553
122.944,975,553
122.952,975,553
122.961,975,553
122.969,975,553
122.977,975,553
122.986,975,553
122.994,975,553
123.002,975,553
123.011,975,553
123.019,975,553
123.027,975,553
123.036,975,553
123.044,975,553
123.053,975,553
123.061,975,553
123.069,975,553
123.078,975,553
123.087,975,553
123.095,975,553
123.103,975,553
123.111,975,553
123.120,975,553
123.128,975,553
123.136,975,553
123.145,975,553
123.153,975,553
123.161,975,553
123.170,975,553
123.178,975,553
123.186,975,553
123.195,975,553
123.203,975,553
123.211,975,553
123.219,975,553
123.228,975,553
123.236,975,553
123.245,975,553
123.253,975,553
123.262,975,553
123.270,975,553
123.279,975,553
123.287,975,553
123.296,975,553
123.305,975,553
123.313,975,553
123.321,975,553
123.330,975,553
123.339,975,553
123.347,975,553
123.355,975,553
123.364,975,553
123.372,975,553
123.380,975,553
123.389,975,553
123.397,975,553
123.406,975,553
123.414,975,553
123.423,975,553
123.431,975,553
123.439,975,553
123.448,975,553
123.456,975,553
123.465,975,553
123.473,975,553
123.481,975,553
123.490,975,553
123.499,975,553
123.507,975,553
123.516,975,553
123.524,975,553
123.533,975,553
123.541,975,553
123.549,975,553
123.558,975,553
123.566,975,553
123.574,975,553
123.583,975,553
123.591,975,553
123.600,975,553
123.608,975,553
123.617,975,553
123.625,975,553
123.633,975,553
123.641,975,553
123.650,975,553
123.658,975,553
123.666,975,553
123.675,975,553
123.683,975,553
123.691,975,553
123.700,975,553
123.709,975,553
123.717,975,553
123.726,975,553
123.734,975,553
123.743,975,553
123.751,975,553
123.759,975,553
123.768,975,553
123.776,975,553
123.784,975,553
123.793,975,553
123.801,975,553
123.810,975,553
123.819,975,553
123.827,975,553
123.836,975,553
123.844,975,553
123.853,975,553
123.861,975,553
123.869,975,553
123.878,975,553
123.886,975,553
123.894,975,553
123.903,975,553
123.911,975,553
123.920,975,553
123.929,975,553
123.937,975,553
123.945,975,553
123.954,975,553
123.962,975,553
123.971,975,553
123.979,975,553
123.987,975,553
123.996,975,553
124.004,975,553
124.013,975,553
124.021,975,553
124.030,975,553
124.038,975,553
124.046,975,553
124.055,975,553
124.063,975,553
124.072,975,553
124.080,975,553
124.089,975,553
124.097,975,553
124.105,975,553
124.113,975,553
124.122,975,553
124.131,975,553
124.139,975,553
124.148,975,553
124.156,975,553
124.165,975,553
124.173,975,553
124.181,975,553
124.190,975,553
124.198,975,553
124.206,975,553
124.215,975,553
124.223,975,553
124.232,975,553
124.240,975,553
124.249,975,553
124.257,975,553
124.266,975,553
124.274,975,553
124.282,975,553
124.290,975,553
124.299,975,553
124.307,975,553
124.315,975,553
124.324,975,553
124.332,975,553
124.340,975,553
124.349,975,553
124.357,975,553
124.366,975,553
124.374,975,553
124.383,975,553
124.391,975,553
124.399,975,553
124.408,975,553
124.416,975,553
124.424,975,553
124.433,975,553
124.441,975,553
124.449,975,553
124.458,975,553
124.466,975,553
124.475,975,553
124.483,975,553
124.491,975,553
124.500,975,553
124.508,975,553
124.517,975,553
124.525,975,553
124.534,975,553
124.542,975,553
124.550,975,553
124.559,975,553
124.567,975,553
124.576,975,553
124.584,975,553
124.593,975,553
124.601,975,553
124.610,975,553
124.618,975,553
124.626,975,553
124.635,975,553
124.643,975,553
124.651,975,553
124.660,975,553
124.668,975,553
124.677,975,553
124.686,975,553
124.694,975,553
124.703,975,553
124.711,975,553
124.719,975,553
124.728,975,553
124.737,975,553
124.745,975,553
124.753,975,553
124.762,975,553
124.770,975,553
124.778,975,553
124.787,975,553
124.795,975,553
124.803,975,553
124.820,975,553
124.829,975,553
124.837,975,553
124.846,975,553
124.854,975,553
124.863,975,553
