time,x,y,dx,dy,speed,dt
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,643.0,0.0,0.0,0.0,0.001
1761282800.0,1436.0,640.0,0.0,-3.0,3.0,0.001
1761282800.0,1435.0,639.0,-1.0,-1.0,1.4142135,0.001
1761282800.0,1434.0,638.0,-1.0,-1.0,1.4142135,0.001
1761282800.0,1433.0,637.0,-1.0,-1.0,1.4142135,0.001
1761282800.0,1433.0,637.0,0.0,0.0,0.0,0.001
1761282800.0,1430.0,635.0,-3.0,-2.0,3.6055512,0.001
1761282800.0,1425.0,629.0,-5.0,-6.0,7.81025,0.001
1761282800.0,1421.0,624.0,-4.0,-5.0,6.4031243,0.001
1761282800.0,1417.0,619.0,-4.0,-5.0,6.4031243,0.001
1761282800.0,1410.0,603.0,-7.0,-16.0,17.464249,0.001
1761282800.0,1409.0,600.0,-1.0,-3.0,3.1622777,0.001
1761282800.0,1407.0,593.0,-2.0,-7.0,7.28011,0.001
1761282800.0,1399.0,574.0,-8.0,-19.0,20.615528,0.001
1761282800.0,1392.0,553.0,-7.0,-21.0,22.135944,0.001
1761282800.0,1386.0,537.0,-6.0,-16.0,17.088007,0.001
1761282800.0,1382.0,518.0,-4.0,-19.0,19.416489,0.001
1761282800.0,1365.0,485.0,-17.0,-33.0,37.12142,0.001
1761282800.0,1359.0,470.0,-6.0,-15.0,16.155495,0.001
1761282800.0,1353.0,459.0,-6.0,-11.0,12.529964,0.001
1761282800.0,1332.0,440.0,-21.0,-19.0,28.319605,0.001
1761282800.0,1323.0,434.0,-9.0,-6.0,10.816654,0.001
1761282800.0,1309.0,429.0,-14.0,-5.0,14.866069,0.001
1761282800.0,1288.0,422.0,-21.0,-7.0,22.135944,0.001
1761282800.0,1281.0,419.0,-7.0,-3.0,7.615773,0.001
1761282800.0,1274.0,416.0,-7.0,-3.0,7.615773,0.001
1761282800.0,1265.0,414.0,-9.0,-2.0,9.219544,0.001
1761282800.0,1259.0,406.0,-6.0,-8.0,10.0,0.001
1761282800.0,1253.0,402.0,-6.0,-4.0,7.2111025,0.001
1761282800.0,1235.0,402.0,-18.0,0.0,18.0,0.001
1761282800.0,1186.0,408.0,-49.0,6.0,49.365982,0.001
1761282800.0,1152.0,412.0,-34.0,4.0,34.234486,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,412.0,0.0,0.0,0.0,0.001
1761282800.0,1152.0,411.0,0.0,-1.0,1.0,0.001
1761282800.0,1135.0,413.0,-17.0,2.0,17.117243,0.001
1761282800.0,1123.0,418.0,-12.0,5.0,13.0,0.001
1761282800.0,1108.0,424.0,-15.0,6.0,16.155495,0.001
1761282800.0,1094.0,429.0,-14.0,5.0,14.866069,0.001
1761282800.0,1063.0,437.0,-31.0,8.0,32.01562,0.001
1761282800.0,1043.0,441.0,-20.0,4.0,20.396078,0.001
1761282800.0,1015.0,445.0,-28.0,4.0,28.284271,0.001
1761282800.0,973.0,447.0,-42.0,2.0,42.047592,0.001
1761282800.0,867.0,460.0,-106.0,13.0,106.7942,0.001
1761282800.0,804.0,471.0,-63.0,11.0,63.953106,0.001
1761282800.0,736.0,482.0,-68.0,11.0,68.88396,0.001
1761282800.0,621.0,503.0,-115.0,21.0,116.901665,0.001
1761282800.0,573.0,514.0,-48.0,11.0,49.24429,0.001
1761282800.0,541.0,520.0,-32.0,6.0,32.55764,0.001
1761282800.0,525.0,523.0,-16.0,3.0,16.27882,0.001
1761282800.0,518.0,527.0,-7.0,4.0,8.062258,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,518.0,527.0,0.0,0.0,0.0,0.001
1761282800.0,517.0,518.0,-1.0,-9.0,9.055386,0.001
1761282800.0,520.0,498.0,3.0,-20.0,20.22375,0.001
1761282800.0,529.0,471.0,9.0,-27.0,28.460499,0.001
1761282800.0,550.0,416.0,21.0,-55.0,58.872746,0.001
1761282800.0,560.0,399.0,10.0,-17.0,19.723083,0.001
1761282800.0,566.0,382.0,6.0,-17.0,18.027756,0.001
1761282800.0,574.0,368.0,8.0,-14.0,16.124516,0.001
1761282800.0,589.0,338.0,15.0,-30.0,33.54102,0.001
1761282800.0,593.0,333.0,4.0,-5.0,6.4031243,0.001
1761282800.0,595.0,330.0,2.0,-3.0,3.6055512,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,330.0,0.0,0.0,0.0,0.001
1761282800.0,595.0,336.0,0.0,6.0,6.0,0.001
1761282800.0,597.0,364.0,2.0,28.0,28.071337,0.001
1761282800.0,600.0,390.0,3.0,26.0,26.172504,0.001
1761282800.0,607.0,425.0,7.0,35.0,35.69314,0.001
1761282800.0,607.0,515.0,0.0,90.0,90.0,0.001
1761282800.0,610.0,561.0,3.0,46.0,46.09772,0.001
1761282800.0,610.0,598.0,0.0,37.0,37.0,0.001
1761282800.0,610.0,626.0,0.0,28.0,28.0,0.001
1761282800.0,610.0,662.0,0.0,36.0,36.0,0.001
1761282800.0,610.0,664.0,0.0,2.0,2.0,0.001
1761282800.0,610.0,664.0,0.0,0.0,0.0,0.001
1761282800.0,610.0,664.0,0.0,0.0,0.0,0.001
1761282800.0,610.0,664.0,0.0,0.0,0.0,0.001
1761282800.0,610.0,664.0,0.0,0.0,0.0,0.001
1761282800.0,610.0,664.0,0.0,0.0,0.0,0.001
1761282800.0,612.0,659.0,2.0,-5.0,5.3851647,0.001
1761282800.0,622.0,642.0,10.0,-17.0,19.723083,0.001
1761282800.0,639.0,607.0,17.0,-35.0,38.910152,0.001
1761282800.0,648.0,583.0,9.0,-24.0,25.632011,0.001
1761282800.0,664.0,552.0,16.0,-31.0,34.88553,0.001
1761282800.0,696.0,482.0,32.0,-70.0,76.96753,0.001
1761282800.0,715.0,447.0,19.0,-35.0,39.824615,0.001
1761282800.0,734.0,411.0,19.0,-36.0,40.706264,0.001
1761282800.0,770.0,351.0,36.0,-60.0,69.97142,0.001
1761282800.0,787.0,323.0,17.0,-28.0,32.75668,0.001
1761282800.0,800.0,303.0,13.0,-20.0,23.853722,0.001
1761282800.0,816.0,279.0,16.0,-24.0,28.84441,0.001
1761282800.0,825.0,275.0,9.0,-4.0,9.848858,0.001
1761282800.0,838.0,268.0,13.0,-7.0,14.764823,0.001
1761282800.0,843.0,265.0,5.0,-3.0,5.8309517,0.001
1761282800.0,849.0,264.0,6.0,-1.0,6.0827627,0.001
1761282800.0,849.0,264.0,0.0,0.0,0.0,0.001
1761282800.0,849.0,264.0,0.0,0.0,0.0,0.001
1761282800.0,850.0,264.0,1.0,0.0,1.0,0.001
1761282800.0,850.0,291.0,0.0,27.0,27.0,0.001
1761282800.0,853.0,323.0,3.0,32.0,32.140316,0.001
1761282800.0,861.0,366.0,8.0,43.0,43.737854,0.001
1761282800.0,868.0,417.0,7.0,51.0,51.47815,0.001
1761282800.0,890.0,498.0,22.0,81.0,83.9345,0.001
1761282800.0,896.0,530.0,6.0,32.0,32.55764,0.001
1761282800.0,901.0,550.0,5.0,20.0,20.615528,0.001
1761282800.0,906.0,586.0,5.0,36.0,36.345562,0.001
1761282800.0,906.0,598.0,0.0,12.0,12.0,0.001
1761282800.0,907.0,609.0,1.0,11.0,11.045361,0.001
1761282800.0,909.0,615.0,2.0,6.0,6.3245554,0.001
1761282800.0,909.0,619.0,0.0,4.0,4.0,0.001
1761282800.0,909.0,619.0,0.0,0.0,0.0,0.001
1761282800.0,909.0,619.0,0.0,0.0,0.0,0.001
1761282800.0,909.0,619.0,0.0,0.0,0.0,0.001
1761282800.0,910.0,620.0,1.0,1.0,1.4142135,0.001
1761282800.0,919.0,620.0,9.0,0.0,9.0,0.001
1761282800.0,941.0,588.0,22.0,-32.0,38.832977,0.001
1761282800.0,954.0,579.0,13.0,-9.0,15.811388,0.001
1761282800.0,963.0,567.0,9.0,-12.0,15.0,0.001
1761282800.0,1003.0,508.0,40.0,-59.0,71.281136,0.001
1761282800.0,1027.0,471.0,24.0,-37.0,44.102154,0.001
1761282800.0,1055.0,434.0,28.0,-37.0,46.400433,0.001
1761282800.0,1076.0,408.0,21.0,-26.0,33.42155,0.001
1761282800.0,1139.0,345.0,63.0,-63.0,89.09545,0.001
1761282800.0,1139.0,345.0,0.0,0.0,0.0,0.001
1761282800.0,1209.0,280.0,70.0,-65.0,95.524864,0.001
1761282800.0,1225.0,270.0,16.0,-10.0,18.867962,0.001
1761282800.0,1228.0,267.0,3.0,-3.0,4.2426405,0.001
1761282800.0,1233.0,267.0,5.0,0.0,5.0,0.001
1761282800.0,1233.0,267.0,0.0,0.0,0.0,0.001
1761282800.0,1233.0,267.0,0.0,0.0,0.0,0.001
1761282800.0,1233.0,267.0,0.0,0.0,0.0,0.001
1761282800.0,1235.0,268.0,2.0,1.0,2.236068,0.001
1761282800.0,1239.0,284.0,4.0,16.0,16.492422,0.001
1761282800.0,1248.0,326.0,9.0,42.0,42.953465,0.001
1761282800.0,1264.0,379.0,16.0,53.0,55.362442,0.001
1761282800.0,1280.0,428.0,16.0,49.0,51.546097,0.001
1761282800.0,1301.0,479.0,21.0,51.0,55.154327,0.001
1761282800.0,1330.0,558.0,29.0,79.0,84.15462,0.001
1761282800.0,1343.0,588.0,13.0,30.0,32.695564,0.001
1761282800.0,1350.0,607.0,7.0,19.0,20.248457,0.001
1761282800.0,1356.0,619.0,6.0,12.0,13.416408,0.001
1761282800.0,1358.0,625.0,2.0,6.0,6.3245554,0.001
1761282800.0,1359.0,626.0,1.0,1.0,1.4142135,0.001
1761282800.0,1359.0,626.0,0.0,0.0,0.0,0.001
1761282800.0,1360.0,626.0,1.0,0.0,1.0,0.001
1761282800.0,1361.0,626.0,1.0,0.0,1.0,0.001
1761282800.0,1371.0,625.0,10.0,-1.0,10.049875,0.001
1761282800.0,1380.0,617.0,9.0,-8.0,12.0415945,0.001
1761282800.0,1392.0,600.0,12.0,-17.0,20.808653,0.001
1761282800.0,1413.0,566.0,21.0,-34.0,39.962482,0.001
1761282800.0,1426.0,541.0,13.0,-25.0,28.178005,0.001
1761282800.0,1440.0,507.0,14.0,-34.0,36.769554,0.001
1761282800.0,1453.0,473.0,13.0,-34.0,36.40055,0.001
1761282800.0,1470.0,415.0,17.0,-58.0,60.440052,0.001
1761282800.0,1474.0,384.0,4.0,-31.0,31.257,0.001
1761282800.0,1478.0,358.0,4.0,-26.0,26.305893,0.001
1761282800.0,1492.0,315.0,14.0,-43.0,45.221676,0.001
1761282800.0,1499.0,294.0,7.0,-21.0,22.135944,0.001
1761282800.0,1503.0,278.0,4.0,-16.0,16.492422,0.001
1761282800.0,1511.0,257.0,8.0,-21.0,22.472204,0.001
1761282800.0,1517.0,251.0,6.0,-6.0,8.485281,0.001
1761282800.0,1519.0,248.0,2.0,-3.0,3.6055512,0.001
1761282800.0,1520.0,247.0,1.0,-1.0,1.4142135,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,247.0,0.0,0.0,0.0,0.001
1761282800.0,1520.0,249.0,0.0,2.0,2.0,0.001
1761282800.0,1520.0,273.0,0.0,24.0,24.0,0.001
1761282800.0,1520.0,298.0,0.0,25.0,25.0,0.001
1761282800.0,1520.0,339.0,0.0,41.0,41.0,0.001
1761282800.0,1520.0,383.0,0.0,44.0,44.0,0.001
1761282800.0,1508.0,481.0,-12.0,98.0,98.731964,0.001
1761282800.0,1496.0,522.0,-12.0,41.0,42.72002,0.001
1761282800.0,1482.0,556.0,-14.0,34.0,36.769554,0.001
1761282800.0,1454.0,607.0,-28.0,51.0,58.18075,0.001
1761282800.0,1442.0,624.0,-12.0,17.0,20.808653,0.001
1761282800.0,1434.0,635.0,-8.0,11.0,13.601471,0.001
1761282800.0,1429.0,638.0,-5.0,3.0,5.8309517,0.001
1761282800.0,1425.0,639.0,-4.0,1.0,4.1231055,0.001
1761282800.0,1422.0,639.0,-3.0,0.0,3.0,0.001
1761282800.0,1420.0,639.0,-2.0,0.0,2.0,0.001
1761282800.0,1408.0,617.0,-12.0,-22.0,25.059929,0.001
1761282800.0,1408.0,617.0,0.0,0.0,0.0,0.001
1761282800.0,1389.0,580.0,-19.0,-37.0,41.59327,0.001
1761282800.0,1381.0,565.0,-8.0,-15.0,17.0,0.001
1761282800.0,1368.0,540.0,-13.0,-25.0,28.178005,0.001
1761282800.0,1311.0,458.0,-57.0,-82.0,99.86491,0.001
1761282800.0,1279.0,424.0,-32.0,-34.0,46.69047,0.001
1761282800.0,1248.0,392.0,-31.0,-32.0,44.553337,0.001
1761282800.0,1205.0,340.0,-43.0,-52.0,67.47592,0.001
1761282800.0,1196.0,324.0,-9.0,-16.0,18.35756,0.001
1761282800.0,1188.0,311.0,-8.0,-13.0,15.264338,0.001
1761282800.0,1178.0,296.0,-10.0,-15.0,18.027756,0.001
1761282800.0,1172.0,289.0,-6.0,-7.0,9.219544,0.001
1761282800.0,1169.0,286.0,-3.0,-3.0,4.2426405,0.001
1761282800.0,1166.0,284.0,-3.0,-2.0,3.6055512,0.001
1761282800.0,1160.0,284.0,-6.0,0.0,6.0,0.001
1761282800.0,1159.0,284.0,-1.0,0.0,1.0,0.001
1761282800.0,1157.0,284.0,-2.0,0.0,2.0,0.001
1761282800.0,1155.0,284.0,-2.0,0.0,2.0,0.001
1761282800.0,1147.0,284.0,-8.0,0.0,8.0,0.001
1761282800.0,1135.0,291.0,-12.0,7.0,13.892444,0.001
1761282800.0,1106.0,317.0,-29.0,26.0,38.948685,0.001
1761282800.0,1098.0,332.0,-8.0,15.0,17.0,0.001
1761282800.0,1079.0,363.0,-19.0,31.0,36.359318,0.001
1761282800.0,1031.0,461.0,-48.0,98.0,109.12378,0.001
1761282800.0,1010.0,512.0,-21.0,51.0,55.154327,0.001
1761282800.0,980.0,568.0,-30.0,56.0,63.529522,0.001
1761282800.0,936.0,644.0,-44.0,76.0,87.81799,0.001
1761282800.0,917.0,669.0,-19.0,25.0,31.400637,0.001
1761282800.0,903.0,684.0,-14.0,15.0,20.518284,0.001
1761282800.0,894.0,695.0,-9.0,11.0,14.21267,0.001
1761282800.0,874.0,706.0,-20.0,11.0,22.825424,0.001
1761282800.0,866.0,706.0,-8.0,0.0,8.0,0.001
1761282800.0,863.0,706.0,-3.0,0.0,3.0,0.001
1761282800.0,857.0,702.0,-6.0,-4.0,7.2111025,0.001
1761282800.0,851.0,695.0,-6.0,-7.0,9.219544,0.001
1761282800.0,843.0,680.0,-8.0,-15.0,17.0,0.001
1761282800.0,831.0,643.0,-12.0,-37.0,38.8973,0.001
1761282800.0,823.0,628.0,-8.0,-15.0,17.0,0.001
1761282800.0,812.0,607.0,-11.0,-21.0,23.70654,0.001
1761282800.0,772.0,539.0,-40.0,-68.0,78.892334,0.001
1761282800.0,748.0,502.0,-24.0,-37.0,44.102154,0.001
1761282800.0,724.0,469.0,-24.0,-33.0,40.804413,0.001
1761282800.0,677.0,413.0,-47.0,-56.0,73.109505,0.001
1761282800.0,654.0,390.0,-23.0,-23.0,32.526913,0.001
1761282800.0,636.0,368.0,-18.0,-22.0,28.42534,0.001
1761282800.0,627.0,358.0,-9.0,-10.0,13.453624,0.001
1761282800.0,613.0,340.0,-14.0,-18.0,22.803509,0.001
1761282800.0,606.0,333.0,-7.0,-7.0,9.899495,0.001
1761282800.0,600.0,331.0,-6.0,-2.0,6.3245554,0.001
1761282800.0,600.0,331.0,0.0,0.0,0.0,0.001
1761282800.0,599.0,331.0,-1.0,0.0,1.0,0.001
1761282800.0,598.0,331.0,-1.0,0.0,1.0,0.001
1761282800.0,595.0,331.0,-3.0,0.0,3.0,0.001
1761282800.0,587.0,336.0,-8.0,5.0,9.433981,0.001
1761282800.0,577.0,351.0,-10.0,15.0,18.027756,0.001
1761282800.0,569.0,382.0,-8.0,31.0,32.01562,0.001
1761282800.0,551.0,408.0,-18.0,26.0,31.622776,0.001
1761282800.0,526.0,448.0,-25.0,40.0,47.169907,0.001
1761282800.0,485.0,520.0,-41.0,72.0,82.85529,0.001
1761282800.0,467.0,552.0,-18.0,32.0,36.71512,0.001
1761282800.0,449.0,583.0,-18.0,31.0,35.846897,0.001
1761282800.0,435.0,607.0,-14.0,24.0,27.784887,0.001
1761282800.0,418.0,640.0,-17.0,33.0,37.12142,0.001
1761282800.0,412.0,646.0,-6.0,6.0,8.485281,0.001
1761282800.0,410.0,649.0,-2.0,3.0,3.6055512,0.001
1761282800.0,410.0,649.0,0.0,0.0,0.0,0.001
1761282800.0,410.0,649.0,0.0,0.0,0.0,0.001
1761282800.0,410.0,649.0,0.0,0.0,0.0,0.001
1761282800.0,410.0,649.0,0.0,0.0,0.0,0.001
1761282800.0,410.0,649.0,0.0,0.0,0.0,0.001
1761282800.0,410.0,622.0,0.0,-27.0,27.0,0.001
1761282800.0,410.0,602.0,0.0,-20.0,20.0,0.001
1761282800.0,412.0,588.0,2.0,-14.0,14.142136,0.001
1761282800.0,418.0,557.0,6.0,-31.0,31.575306,0.001
1761282800.0,423.0,541.0,5.0,-16.0,16.763054,0.001
1761282800.0,430.0,524.0,7.0,-17.0,18.384777,0.001
1761282800.0,445.0,487.0,15.0,-37.0,39.92493,0.001
1761282800.0,453.0,470.0,8.0,-17.0,18.788294,0.001
1761282800.0,465.0,441.0,12.0,-29.0,31.38471,0.001
1761282800.0,468.0,429.0,3.0,-12.0,12.369317,0.001
1761282800.0,473.0,418.0,5.0,-11.0,12.083046,0.001
1761282800.0,474.0,410.0,1.0,-8.0,8.062258,0.001
1761282800.0,478.0,396.0,4.0,-14.0,14.56022,0.001
1761282800.0,479.0,391.0,1.0,-5.0,5.0990195,0.001
1761282800.0,479.0,391.0,0.0,0.0,0.0,0.001
1761282800.0,479.0,391.0,0.0,0.0,0.0,0.001
1761282800.0,479.0,391.0,0.0,0.0,0.0,0.001
1761282800.0,479.0,391.0,0.0,0.0,0.0,0.001
1761282800.0,479.0,391.0,0.0,0.0,0.0,0.001
1761282800.0,479.0,401.0,0.0,10.0,10.0,0.001
1761282800.0,479.0,434.0,0.0,33.0,33.0,0.001
1761282800.0,479.0,465.0,0.0,31.0,31.0,0.001
1761282800.0,479.0,505.0,0.0,40.0,40.0,0.001
1761282800.0,479.0,558.0,0.0,53.0,53.0,0.001
1761282800.0,481.0,633.0,2.0,75.0,75.026665,0.001
1761282800.0,485.0,664.0,4.0,31.0,31.257,0.001
1761282800.0,491.0,688.0,6.0,24.0,24.738634,0.001
1761282800.0,494.0,704.0,3.0,16.0,16.27882,0.001
1761282800.0,499.0,719.0,5.0,15.0,15.811388,0.001
1761282800.0,499.0,719.0,0.0,0.0,0.0,0.001
1761282800.0,499.0,719.0,0.0,0.0,0.0,0.001
1761282800.0,499.0,719.0,0.0,0.0,0.0,0.001
1761282800.0,502.0,719.0,3.0,0.0,3.0,0.001
1761282800.0,510.0,718.0,8.0,-1.0,8.062258,0.001
1761282800.0,523.0,708.0,13.0,-10.0,16.40122,0.001
1761282800.0,555.0,667.0,32.0,-41.0,52.009613,0.001
1761282800.0,555.0,667.0,0.0,0.0,0.0,0.001
1761282800.0,642.0,562.0,87.0,-105.0,136.35982,0.001
1761282800.0,679.0,520.0,37.0,-42.0,55.97321,0.001
1761282800.0,742.0,457.0,63.0,-63.0,89.09545,0.001
1761282800.0,765.0,433.0,23.0,-24.0,33.24154,0.001
1761282800.0,789.0,410.0,24.0,-23.0,33.24154,0.001
1761282800.0,811.0,386.0,22.0,-24.0,32.55764,0.001
1761282800.0,821.0,376.0,10.0,-10.0,14.142136,0.001
1761282800.0,823.0,375.0,2.0,-1.0,2.236068,0.001
1761282800.0,824.0,375.0,1.0,0.0,1.0,0.001
1761282800.0,824.0,375.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,376.0,0.0,1.0,1.0,0.001
1761282800.0,824.0,384.0,0.0,8.0,8.0,0.001
1761282800.0,824.0,416.0,0.0,32.0,32.0,0.001
1761282800.0,824.0,436.0,0.0,20.0,20.0,0.001
1761282800.0,824.0,463.0,0.0,27.0,27.0,0.001
1761282800.0,824.0,520.0,0.0,57.0,57.0,0.001
1761282800.0,824.0,549.0,0.0,29.0,29.0,0.001
1761282800.0,824.0,574.0,0.0,25.0,25.0,0.001
1761282800.0,824.0,590.0,0.0,16.0,16.0,0.001
1761282800.0,824.0,614.0,0.0,24.0,24.0,0.001
1761282800.0,824.0,618.0,0.0,4.0,4.0,0.001
1761282800.0,824.0,620.0,0.0,2.0,2.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,824.0,620.0,0.0,0.0,0.0,0.001
1761282800.0,832.0,612.0,8.0,-8.0,11.313708,0.001
1761282800.0,842.0,595.0,10.0,-17.0,19.723083,0.001
1761282800.0,850.0,581.0,8.0,-14.0,16.124516,0.001
1761282800.0,868.0,535.0,18.0,-46.0,49.396355,0.001
1761282800.0,881.0,505.0,13.0,-30.0,32.695564,0.001
1761282800.0,900.0,469.0,19.0,-36.0,40.706264,0.001
1761282800.0,934.0,407.0,34.0,-62.0,70.71068,0.001
1761282800.0,954.0,378.0,20.0,-29.0,35.22783,0.001
1761282800.0,980.0,342.0,26.0,-36.0,44.407207,0.001
1761282800.0,992.0,327.0,12.0,-15.0,19.209373,0.001
1761282800.0,1005.0,314.0,13.0,-13.0,18.384777,0.001
1761282800.0,1023.0,299.0,18.0,-15.0,23.43075,0.001
1761282800.0,1027.0,297.0,4.0,-2.0,4.472136,0.001
1761282800.0,1031.0,296.0,4.0,-1.0,4.1231055,0.001
