x,y,dx,dy,speed,dt
1100,535,5.0,13.0,1727.0196784978407,0.008064985275268555
1103,545,3.0,10.0,1208.661864519723,0.00863790512084961
1107,558,4.0,13.0,1617.9897943977737,0.008406400680541992
1112,570,5.0,12.0,1573.211921867336,0.008263349533081055
1115,581,3.0,11.0,1402.334861942119,0.008130550384521484
1120,592,5.0,11.0,1452.7724827069403,0.008317232131958008
1126,606,6.0,14.0,1872.3837984183713,0.008134841918945312
1134,619,8.0,13.0,1821.5856809361176,0.008379697799682617
1141,630,7.0,11.0,1579.2264705854107,0.008256196975708008
1155,654,14.0,24.0,3247.6386910447704,0.008555412292480469
1161,667,6.0,13.0,1720.6261577269,0.008321285247802734
1167,677,6.0,10.0,1446.3767731005514,0.00806283950805664
1173,686,6.0,9.0,1261.4930044113876,0.008574485778808594
1179,695,6.0,9.0,1332.9905805979474,0.00811457633972168
1185,704,6.0,9.0,1272.746855485921,0.008498668670654297
1191,712,6.0,8.0,1236.4189487958022,0.008087873458862305
1197,723,6.0,11.0,1530.4157975061253,0.008187294006347656
1205,730,8.0,7.0,1278.30680647198,0.008315801620483398
1212,737,7.0,7.0,1217.0323067857682,0.008134126663208008
1220,745,8.0,8.0,1341.962410908226,0.008430719375610352
1231,753,11.0,8.0,1661.3868647175464,0.008186817169189453
1242,760,11.0,7.0,1598.7555823511134,0.008155345916748047
1252,765,10.0,5.0,1347.327806679971,0.008298158645629883
1267,775,15.0,10.0,2159.163069229542,0.008349418640136719
1280,780,13.0,5.0,1711.3866494183987,0.008138656616210938
1296,781,16.0,1.0,1921.686431820272,0.008342266082763672
1308,783,12.0,2.0,1503.991228925631,0.008088827133178711
1324,786,16.0,3.0,1902.5390754988682,0.008556365966796875
1338,786,14.0,0.0,1720.2360041013621,0.008138418197631836
1348,786,10.0,0.0,1072.712020460358,0.009322166442871094
1357,786,9.0,0.0,1250.1237249966882,0.007199287414550781
1369,781,12.0,-5.0,1555.7507418397627,0.008356094360351562
1379,773,10.0,-8.0,1523.1333958066948,0.008407831192016602
1390,765,11.0,-8.0,1587.4200612352136,0.008568286895751953
1399,758,9.0,-7.0,1398.8891201646916,0.008150577545166016
1414,744,15.0,-14.0,2442.109048575313,0.008401870727539062
1435,724,21.0,-20.0,3496.8610855565776,0.00829315185546875
1455,705,20.0,-19.0,3365.866544260005,0.008195877075195312
1465,694,10.0,-11.0,1828.4209609745176,0.008130550384521484
1478,679,13.0,-15.0,2382.3091321609963,0.008332014083862305
1487,664,9.0,-15.0,2088.4789664134714,0.008375883102416992
1495,651,8.0,-13.0,1808.7202849919972,0.008439302444458008
1503,634,8.0,-17.0,2281.9858579883567,0.008233308792114258
1506,620,3.0,-14.0,1769.2915608091528,0.008092403411865234
1509,604,3.0,-16.0,1971.3677592465247,0.008257627487182617
1513,589,4.0,-15.0,1912.6724444150693,0.008116483688354492
1514,579,1.0,-10.0,1206.1069992609182,0.008332490921020508
1516,563,2.0,-16.0,1954.7696353962424,0.00824880599975586
1516,551,0.0,-12.0,1441.0939701082289,0.008327007293701172
1517,535,1.0,-16.0,1972.0153752351032,0.008129358291625977
1517,519,0.0,-16.0,1867.7148979989424,0.008566617965698242
1517,491,0.0,-28.0,3348.4592706640437,0.008362054824829102
1517,481,0.0,-10.0,1176.1599506463645,0.00850224494934082
1512,468,-5.0,-13.0,1674.7862698396439,0.008316516876220703
1504,459,-8.0,-9.0,1464.8792942806092,0.008220195770263672
1501,448,-3.0,-11.0,1381.113136427833,0.008255481719970703
1494,439,-7.0,-9.0,1421.4250226474303,0.008021354675292969
1488,434,-6.0,-5.0,923.6089279534787,0.008456230163574219
1479,428,-9.0,-6.0,1281.736196481273,0.008439064025878906
1472,423,-7.0,-5.0,1056.1976311249073,0.008144617080688477
1463,419,-9.0,-4.0,1212.335025928996,0.00812387466430664
1460,419,-3.0,0.0,371.21019559253034,0.008081674575805664
1456,419,-4.0,0.0,491.8129745258406,0.008133172988891602
1453,417,-3.0,-2.0,443.93888556828745,0.008121728897094727
1452,417,-1.0,0.0,122.482887513141,0.008164405822753906
1450,416,-2.0,-1.0,273.8400789015527,0.008165597915649414
1450,416,0.0,0.0,0.0,0.008368253707885742
1447,416,-3.0,0.0,369.151909875022,0.00812673568725586
1445,416,-2.0,0.0,233.90051304929736,0.008550643920898438
1443,416,-2.0,0.0,241.1281726982667,0.008294343948364258
1437,416,-6.0,0.0,745.0359405530227,0.008053302764892578
1433,416,-4.0,0.0,465.18094604336494,0.008598804473876953
1433,416,0.0,0.0,0.0,0.008179903030395508
1425,416,-8.0,0.0,974.2017826554016,0.008211851119995117
1403,416,-22.0,0.0,2623.3777221811565,0.00838613510131836
1389,416,-14.0,0.0,1659.7488905848102,0.00843501091003418
1379,416,-10.0,0.0,1203.8414511638587,0.008306741714477539
1365,416,-14.0,0.0,1637.5318887866365,0.00854945182800293
1356,416,-9.0,0.0,1066.6196490633213,0.008437871932983398
1344,418,-12.0,2.0,1446.3536501533458,0.008411169052124023
1332,421,-12.0,3.0,1451.2482937663142,0.008523225784301758
1321,424,-11.0,3.0,1335.3742729238843,0.008538246154785156
1312,427,-9.0,3.0,1127.4058343476122,0.008414745330810547
1305,431,-7.0,4.0,975.8053882010619,0.008262157440185547
1295,437,-10.0,6.0,1399.9705118267393,0.008330106735229492
1286,440,-9.0,3.0,1168.8353411116711,0.008116483688354492
1279,446,-7.0,6.0,1113.6587332719346,0.008278608322143555
1264,454,-15.0,8.0,2089.7150728290494,0.008135080337524414
1253,464,-11.0,10.0,1846.4512307487043,0.008051156997680664
1240,477,-13.0,13.0,2132.5628700933207,0.008620977401733398
1226,490,-14.0,13.0,2309.614221238725,0.008271932601928711
1213,503,-13.0,13.0,2177.8558143786368,0.008441686630249023
1205,516,-8.0,13.0,1806.2199381555529,0.008450984954833984
1199,527,-6.0,11.0,1542.3630476715484,0.00812387466430664
1193,540,-6.0,13.0,1741.5838453971423,0.008221149444580078
1188,550,-5.0,10.0,1374.3770314037629,0.008134841918945312
1185,559,-3.0,9.0,1172.2097957715312,0.008093118667602539
1181,566,-4.0,7.0,950.8635357736861,0.008478879928588867
1178,575,-3.0,9.0,1136.291664785671,0.008348941802978516
1172,586,-6.0,11.0,1532.5579868879138,0.008175849914550781
1164,600,-8.0,14.0,1969.2266435313068,0.008188247680664062
1159,613,-5.0,13.0,1732.7567748641986,0.00803828239440918
1149,624,-10.0,11.0,1792.1079415731037,0.008295297622680664
1143,643,-6.0,19.0,2439.385713352324,0.00816798210144043
1136,659,-7.0,16.0,2105.9849997752526,0.008292675018310547
1131,672,-5.0,13.0,1723.7075021995297,0.008080482482910156
1123,688,-8.0,16.0,2103.271126577362,0.008505105972290039
1118,697,-5.0,9.0,1274.6621017433833,0.008077144622802734
1110,710,-8.0,13.0,1794.977905345456,0.008503913879394531
1108,719,-2.0,9.0,1122.1256549549166,0.008216142654418945
1101,728,-7.0,9.0,1382.071078606732,0.008249759674072266
1096,732,-5.0,4.0,804.7900752618006,0.007956266403198242
1090,743,-6.0,11.0,1469.8497688815646,0.008524656295776367
1084,750,-6.0,7.0,1150.7773768830575,0.008011579513549805
1076,761,-8.0,11.0,1566.7555245707763,0.008681297302246094
1070,770,-6.0,9.0,1273.1397337070616,0.00849604606628418
1061,779,-9.0,9.0,1448.6655562574012,0.00878596305847168
1055,786,-6.0,7.0,1126.8999619816811,0.008181333541870117
1048,791,-7.0,5.0,1009.3651674832977,0.008522510528564453
1039,798,-9.0,7.0,1410.1917746505706,0.008085250854492188
1030,804,-9.0,6.0,1319.9212850765489,0.008194923400878906
1015,812,-15.0,8.0,2115.9465843670246,0.008034229278564453
1003,819,-12.0,7.0,1679.6129769031843,0.008271217346191406
984,826,-19.0,7.0,2519.30180243802,0.008037328720092773
968,829,-16.0,3.0,1994.168122360565,0.008163213729858398
948,832,-20.0,3.0,2370.8577583118017,0.008530139923095703
934,834,-14.0,2.0,1683.1649503463927,0.008402109146118164
920,834,-14.0,0.0,1638.3085765303276,0.008545398712158203
900,834,-20.0,0.0,2431.2691650001448,0.008226156234741211
880,834,-20.0,0.0,2455.537731982905,0.008144855499267578
862,834,-18.0,0.0,2129.268466029275,0.008453607559204102
844,834,-18.0,0.0,2110.5186179134516,0.008528709411621094
826,834,-18.0,0.0,2130.8309672320847,0.008447408676147461
810,831,-16.0,-3.0,2011.4990084110118,0.008092880249023438
797,827,-13.0,-4.0,1472.3385593896587,0.009238004684448242
787,821,-10.0,-6.0,1449.6775351268323,0.00804448127746582
776,814,-11.0,-7.0,1622.4236345537183,0.008036375045776367
765,806,-11.0,-8.0,1648.1395435566853,0.008252620697021484
755,799,-10.0,-7.0,1481.1666101167139,0.00824117660522461
744,791,-11.0,-8.0,1692.5887008061447,0.008035898208618164
735,783,-9.0,-8.0,1460.6850885908796,0.008243799209594727
722,777,-13.0,-6.0,1761.7653110272029,0.008126974105834961
712,771,-10.0,-6.0,1365.8811458131427,0.008538007736206055
703,766,-9.0,-5.0,1270.1630296741673,0.008105754852294922
694,760,-9.0,-6.0,1269.3993959331601,0.008521080017089844
685,754,-9.0,-6.0,1323.9271159872517,0.008170127868652344
674,746,-11.0,-8.0,1585.6111109444705,0.008578062057495117
664,737,-10.0,-9.0,1564.8961190032294,0.008597135543823242
656,726,-8.0,-11.0,1681.6620139332363,0.008088111877441406
645,713,-11.0,-13.0,2077.25529597646,0.008198022842407227
637,698,-8.0,-15.0,2049.9430181410457,0.008292913436889648
630,682,-7.0,-16.0,2148.734827286091,0.008127689361572266
620,667,-10.0,-15.0,2145.5618490556312,0.008402347564697266
614,652,-6.0,-15.0,1937.0816978837206,0.008340120315551758
611,638,-3.0,-14.0,1716.151634812227,0.008342981338500977
607,623,-4.0,-15.0,1942.9208971211829,0.007990121841430664
606,611,-1.0,-12.0,1453.2877250368842,0.008285760879516602
606,597,0.0,-14.0,1739.2410402227356,0.008049488067626953
606,585,0.0,-12.0,1386.3176334490167,0.008656024932861328
608,573,2.0,-12.0,1509.5976575769914,0.008058786392211914
609,566,1.0,-7.0,832.0206476905855,0.008498668670654297
614,555,5.0,-11.0,1491.376848308858,0.008101940155029297
619,543,5.0,-12.0,1503.8737898888492,0.008644342422485352
627,530,8.0,-13.0,1809.1802850644774,0.008437156677246094
633,521,6.0,-9.0,1266.776523444774,0.00853872299194336
639,510,6.0,-11.0,1539.0206889528038,0.008141517639160156
646,503,7.0,-7.0,1147.1926620602878,0.008629322052001953
652,494,6.0,-9.0,1269.4349145373722,0.008520841598510742
658,486,6.0,-8.0,1176.9850712762375,0.008496284484863281
663,483,5.0,-3.0,720.2280783448839,0.008095979690551758
673,473,10.0,-10.0,1728.4848913120968,0.00818181037902832
682,467,9.0,-6.0,1322.8848056757877,0.008176565170288086
691,458,9.0,-9.0,1505.6626357638058,0.008453369140625
704,450,13.0,-8.0,1870.1662653461976,0.00816202163696289
721,436,17.0,-14.0,2618.1220459607885,0.008411645889282227
739,422,18.0,-14.0,2794.2635462298135,0.008160829544067383
750,414,11.0,-8.0,1601.3670781942767,0.008493661880493164
765,406,15.0,-8.0,2115.318856057909,0.008036613464355469
776,398,11.0,-8.0,1669.2132767847122,0.008148431777954102
786,393,10.0,-5.0,1347.9474636090831,0.008294343948364258
797,389,11.0,-4.0,1396.19673665693,0.00838327407836914
810,384,13.0,-5.0,1639.8566923381463,0.008493661880493164
818,383,8.0,-1.0,982.0398420955916,0.008209705352783203
829,378,11.0,-5.0,1492.826535663248,0.008094072341918945
840,372,11.0,-6.0,1456.811600453509,0.008600950241088867
854,370,14.0,-2.0,1725.6186657112125,0.00819540023803711
864,369,10.0,-1.0,1187.1527731762703,0.00846552848815918
880,367,16.0,-2.0,1871.6754260651794,0.00861501693725586
906,363,26.0,-4.0,3105.4013991863862,0.008471012115478516
933,360,27.0,-3.0,3329.2363570282237,0.008159875869750977
959,356,26.0,-4.0,3259.621014301524,0.008070230484008789
988,356,29.0,0.0,3537.644068289562,0.008197546005249023
1018,354,30.0,-2.0,3561.378996497882,0.008442401885986328
1038,354,20.0,0.0,2447.156568161265,0.008172750473022461
1058,354,20.0,0.0,2343.644846757746,0.008533716201782227
1076,354,18.0,0.0,2152.0900772497935,0.008363962173461914
1088,354,12.0,0.0,1421.8782982089383,0.00843954086303711
1102,354,14.0,0.0,1710.2156982670745,0.008186101913452148
1114,356,12.0,2.0,1444.7974183469685,0.008420228958129883
1126,359,12.0,3.0,1430.2835512323757,0.008648157119750977
1141,362,15.0,3.0,1856.1740966794196,0.00824117660522461
1156,370,15.0,8.0,2123.6982278481014,0.008004903793334961
1183,385,27.0,15.0,3762.5688492517506,0.008208990097045898
